humanLabel,genderLabel,label
Eva Bruteničová,female,teacher
Anica Mohorko,female,teacher
Hana Křemečková,female,teacher
Martina Oujeská,female,teacher
Ginger Fifer,female,teacher
Pavlína Michálková,female,teacher
Anna Magdošková,female,teacher
Daniela Snítilová,female,teacher
Žaneta Kunštárová,female,teacher
Heinrich von Achenbach,male,teacher
Andreas Schleicher,male,teacher
Christian Tischhauser,male,teacher
Alfred Vögeli,male,teacher
Josef Leb,male,teacher
Wilhelm Bithorn,male,teacher
Erwin Wißmann,male,teacher
Benjamin May,male,teacher
Peter Oster,male,teacher
Anton August Orgeldinger,male,teacher
Emil Zweynert,male,teacher
Paul Rowald,male,teacher
Justin Fränkel,male,teacher
Leo Stein,male,teacher
Oskar Waldeck,male,teacher
Paul Becker,male,teacher
Guido Aix,male,teacher
Helmut Bier,male,teacher
Benedikt Caspar,male,teacher
Leopold Tänzerles,male,teacher
Georg Buscher,male,teacher
Hermann Wedewer,male,teacher
Ludwig Simon,male,teacher
Joseff Wochenmark,male,teacher
August Schubert,male,teacher
Karl Handrich,male,teacher
Lion Wolff,male,teacher
Gustav Holzhauser,male,teacher
Anton Heßler,male,teacher
Johannes Alleker,male,teacher
Walter Münch,male,teacher
Alfred Leonpacher,male,teacher
Johannes Rupprecht,male,teacher
Arthur König,male,teacher
Robert Schmitt,male,teacher
Otto Ernst Schilling,male,teacher
Friedrich Gustav Prasse,male,teacher
Wilhelm Scherer,male,teacher
Karl Lincke,male,teacher
Hermann Herz,male,teacher
Adam Sauer,male,teacher
Emil Fränkel,male,teacher
Kurt Kreiter,male,teacher
Eberhard Warns,male,teacher
Heinz Kronauer,male,teacher
Johannes Krüger,male,teacher
Jakob Schumacher,male,teacher
Heinrich Linssen,male,teacher
Joseph Adrian,male,teacher
Johannes Fellerer,male,teacher
Carl Hunger,male,teacher
Günther Saltin,male,teacher
Richard Merkel,male,teacher
Johann Ludwig Meyer,male,teacher
Helmut Richter,male,teacher
Hermann Zwecker,male,teacher
Max Abraham,male,teacher
Paul Reinelt,male,teacher
Horst Kirchmeier,male,teacher
Franz Xaver Knabenbauer,male,teacher
Jacob Wickert,male,teacher
Joseph Feldmann,male,teacher
Isaak Lachmann,male,teacher
Reinhart Herz,male,teacher
Karl-Günter Peusquens,male,teacher
Peter Joseph Louis,male,teacher
Karl Josef Mücher,male,teacher
Petr Franta,male,teacher
Petr Blažek,male,teacher
Mojmír A. Beneš,male,teacher
Josef Rohleder,male,teacher
Josef Jiran,male,teacher
Bohumil Hrubý,male,teacher
Marie Fleischerová,female,teacher
